content;score;value;target
Habis di update malah jadi error. Lagi nyari2 makanan selalu balik ke home/beranda. Tolong di benerin aplikasi-nya jangan sampai customer berpaling ke aplikasi tetangga!!!!;2;NEGATIF;0
Terpaksa saya kasi bintang 2 alasan nya yg... saya order selalu dapet yg jauh padahal di depan rumah saya banyak deriver .... Saya sehari hari pake gojek. Beda kaya dulu... Kalo dulu saya order gampang ..pasti yg terdekat yg dapet. Apa lagi order gofood mala lama sekali... Saya lihat posisi deriver nya pasti jauh.... Gimana nh gojek sekarang...kalo bisa tolong di perbaiki...;2;NEGATIF;0
"Aku pengguna lama gojek, tapi akhir-akhir ini aku ga bisa pakai gojek untuk order makan, ada tulisan ""kamu mendeteksi pemakaian yang tidak biasa"" akhirnya aku uninstall aku install lagi aku mau masuk lagi pake akun yang sama tidak bisa, aku coba daftar lagi pake nomor baru tetep tidak bisa, ada tulisan yang kusebutkan diatas tadi, tolong dong diperbaiki, aku pengen pake gojek lagi.";2;NEGATIF;0
Aplikasinya sering hang bahkan sampe force close pas lagi order gofood, fitur chat juga gabisa update otomatis kayak wa, musti keluar laman chat dulu baru chat dari driver muncul, mau nyalahin hp nya tapi spek masih mantan flagship, terus mau ngasih ulasan ke resto juga susah gaada menu khusus buat ngasih rating, tingkatin lagi biar gk kalah ma app sebelah;2;NEGATIF;0
Udah diperbaharui bukannya lebih bagus malah lebih jelek. Biasa nya kalau ada 2 vocher bisa di pasang 1 dri resto 1 dri apk nya ini cuma bisa pilih salah satu doang yang mau di pasang. Hmmmm;2;NEGATIF;0
Uda download apk nya, dan termasuk pengguna baru. Tapi kok promonya ngga ada ya. Ngga tercantum di beranda yang diskon 50% pesana antar :(;2;NEGATIF;0
Promo go food otomatis terpasang,dan yg terpasang cuma gratis ongkir,,tidak bisa pilih promo yg lain,padahal sudah memenuhi minimum order..;2;NEGATIF;0
Saya sdh hubungi menu bantuan gojek, bagaimana orang bisa mengeluh disana kalau pilihannya tidak sesuai dengan kondisinya, permasalahan saya krn driver2 anda seenaknya membatalkan pesanan, skrg saya diminta hubungi mesin gak jelas lagi???? Luar biasa Anda 1/2 hati ingin mendengar keluhan, krn menunya tdk tersedia;2;NEGATIF;0
Tolong ya gojek, sekalian Tokopedia. Aplikasi nya dirawat betul betul. Jangan cuma diambil keuntungan nya saja. Masa barang yg tidak dicheckout sekedar mau dihapus dari keranjang aja kebanyakan problem. Katanya mau memajukan aplikasi anak bangsa, ini sekedar hal minor aja gak pernah kalian benahi dari berbulan bulan. Aplikasinya juga makin sering CTO. Padahal jaringan baik baik aja. Smartphone juga baik baik saja. Jadi bukan pengguna yg gak support, tpi aplikasi kalian yg makin hari makin burik;2;NEGATIF;0
Kenapa pergantian kartu yang hilang,muncul otp di email tapi pas memasukan nomer yang baru selalu jawaban nya yah,ada masalah.;2;NEGATIF;0
Saya pengguna layanan gojek sudah lama dan akhir akhir ini saya sering bepergian keluar kota setiap pesan gocar dari bandara CGK ke kantor saya di tangerang kawasan industri selalu saya ganti rute karena di aplikasi selalu memilih jalan dengan jarak terdekat tapi tidak memperhitungkan tingkat kemacetannya,jelas secara waktu lebih cepat ketika lewat tol tapi ada konsekwensi lain ketika ganti rute maka biaya bertambah secara jarak dan jelas e tol juga tolong dibenahi pilihan rute dan biaya;2;NEGATIF;0
Akun saya yg lama kenapa gak bisa dipake lagi, tiap mau pesen layanan gojek selalu ada tulisan 'mendeteksi pemakaian yang tidak biasa' padahal saya pakai gojek gak pernah aneh². Dan pas mau buat akun baru juga gak bisa, kode otp gak pernah masuk;2;NEGATIF;0
Hari ini pesan go car, drivernya yg terdeteksi app jauh2 lokasiny. Udah ditungguin bgitu nyampe lokasi drivernya malah muter2 minta ditungguin lagi, dan gak gerak sama sekali. Kali ini ak kecewa sekali sama app ini. Tolong diperbaiki;2;NEGATIF;0
aplikasi gojek sedang erorr kah? Padahal saya sudah update apl gojek nya, masa dari kemarin saya pesan gofood engga bisa, sudah pesan di tempat yg lain tetap engga bisa, tertulis area resto ini lagi sepi driver, masa semuanya tetep engga bisa, minta tolong coba di perbaiki;2;NEGATIF;0
Saya ratingnya anak sultan, tapi terkadang pesen go food kalau malam ada notif driver gak ada di area resto. Ya tolong di buat feature yang ada area gojeknya. Ini namanya tidak memberikan solusi. Team IT nya tolong di pikirkan kembali secara feature. Kadang UI/UX membingungkan.;2;NEGATIF;0
bagus sih, gofood ngebantu banget kalo lagi males keluar Tapi biaya jasa aplikasi nya makin hari makin mahal ?? terus semakin levelnya naik, bukannya makin murah & banyak diskon, tapi malah makin jarang ada voucher & minimal belanjanya juga jadi 150k. Harusnya sama costumer yang loyal / udah lama pake gojek tuh ditambah promonya, bukan malah makin diporotin ????;2;NEGATIF;0
Halo.. Mohon maaf sebelumnya ya, kemarin Gopay saya sudah upgrade kok sekarang balik lagi? Dan saat mau upgrade gagal terus dan saya sudah hubungin kontak Dinas Kependudukan datanya sudah benar kok. Bagaimana ini solusinya? Terima kasih;2;NEGATIF;0
Kalo ngasih titik ke driver yang bener coba, alamat saya di pembangunan 1 kok titik di pembangunan 5 jauh amat. Gimana si gojek gak becus urus maps. Udah berkali kali begini gak ada perubahan sama sekali, update2 mulu tapi gak ada perubahan.;2;NEGATIF;0
Kenapa gabisa double voucher ya? Sebelum2 nya bisa, ini udah ga bisa. Bukannya vc disc. 30% ga semua cust punya ya? Berarti reward tersendiri dong. Tapi skrg pilih salah satu ?? padahal saya pengguna setia gojek krn promo nya?? skrg skip dulu deh ??;2;NEGATIF;0
Voucher gofood sudah tidak bisa digabungkan antara voucher toko dan voucher aplikasi.. padahal hal ini lah yang membuat gojek lebih menarik dibanding kompetitor lain.. tapi karena sekarang sudah tidak bisa digabung.. jatuhnya mahal banget.. auto beralih ke aplikasi lain;2;NEGATIF;0
Maaf , ini kenapa ya gojek sudah di update password kok salah² terus , padahal password sudah betul , saya jadi susah melakukan transaksi , padahal sudah saya update ke versi terbaru;2;NEGATIF;0
Parah, sekarang voucher gofood toko gk otomatis kepasang, jadi nggak bisa pake 2 voucher, padahal yg bikin betah yg gara2 bisa pake 2 voucher gofood sekaligus , semoga segera ada perbaikan dan diubah kayak sebelumnya;2;NEGATIF;0
Update terbaru malah vocer,diskon cmn bisa di pakai satu doang,gak kyk sebelum e.......alhasil gak jadi order dah...............????;2;NEGATIF;0
Dear admin, kenapa aplikasi yang saya pakai terkendala selalu aplikasi terhenti? Saya sudah re install masih seperti itu kendalanya,, mohon diperbaiki.;2;NEGATIF;0
Sekarang kok promo gofood dari restonya gak otomatis terpasang lagi ?? Jadi cuma bisa milih salah satu promonya aja .. padahal sering banget bahkan hampir setiap hari mesen makan di gofood karena ada promo dari resto + voucher yg di kasih dari gojek makanya bisa murah .. Tolong donk min balikin promo gofood kaya dulu lagi , itu sangat membantu untuk saya yg ekonominya sulit ????;2;NEGATIF;0
Woi gojek! Kenapa skrg map buat mantau driver sering banget lemot sih ? Jaringan full, tapi posisi driver di maps sering banget lambat Dan tolong drivernya jangan sering disasarin ama map gojek sendiri dong, setiap pesen Gofood selalu disasarin lewat gang buntu, gang yang hanya untuk jalan kaki doang. Kasian buat drivernya kena jebakan akibat maps gojek;2;NEGATIF;0
Kenapa sekarang promo gofood sudah nggak otomatis terpasang??? Trus cuma bisa milih 1 promo.. Padahal sy tiap hari order gofood, gara2 sistemnya berubah jadi nggak order di gofood lagi deh. Bye gofood...;2;NEGATIF;0
"Kenapa dari tadi saya ingin membuka aplikasi gojek untuk memesan gofood malah ga bisa terus ada tulisan""GOJEK TERUS BERHENTI"" padahal saya udah menginstal ulang aplikasi tetapi tetap sama padahal kemaren"" ga kek gitu,terus saya matiin daya HP , saya buka lagi aplikasi gojek masih aja seperti itu,Mohon bantuannya karena saya ingin memesan makanan";2;NEGATIF;0
Kenapa sekarang promonya hanya bisa 1 yg dpake,tanpa ada kejelasan lebih dulu,harus milih salah satu promo,berarti percuma juga dapet voucher dr gojeknya KL gk bs dgabungin sama promo resto,gak masuk akal banget ??;2;NEGATIF;0
Kenapa akun sy skrg ga bs pake double vocer promo (vocer promo dari toko + vocer tambahan 30%) harus pilih salah satu, padahal sebelumnya bisa, kecewa banget sih;2;NEGATIF;0
Sekarang voucher GoFood udah nggak bisa digabung, padahal salah satu keunggulan Gojek yang paling berguna itu bagiku sih penggabungan voucher. Agak aneh aja, ketika aplikasi sebelah alias Gr*b baru mulai aktifin penggabungan voucher untuk Gr*oFood, lah Gojek malah menghilangkan fitur tersebut ??;2;NEGATIF;0
Di uninstall gara2 lemot eh d install ulang malah gk bisa buka. ????tau ah.... Tak kasih bintang segitu dulu ntr klo bisa tak tambahin.;2;NEGATIF;0
Dengan adanya rapel buat makanan sepertinya kurang cocok..karena pengantaran makanan jadi tidak hangat lagi..makanan lama diantar butuh waktu satu jam untuk satu makanan..;2;NEGATIF;0
aplikasi diperbaharui malah makin jelek promo nya. biasanya juga klo pesen gofood bsa smua nempel voc nya tanpa harus milih salah satu ini harus pilih slah satu, gmana kita mau makan hemat klo begtu. coba perbaiki lebih baik lagi bkn malah buat kecewa pengguna setia gojek??;2;NEGATIF;0
Saya kesulitan mau bayar tagihan PDAM. Padahal sudah seringkali pakai apl ini untuk bayar tagihan. Tapi sekarang saya kesulitan. Padahal saya tidak ganti hp ataupun nomor baru. Tp ada pemberitahuan bahwa saya login pakai alat baru. Dan kode otp tidak pernah saya terima. Note : jaringan internet saya bagus. Jadi tidak ada alasan bahwa terkendala jaringan. Saya sudah coba berulang kali tetap kode otp tidak pernah saya terima.;2;NEGATIF;0
Terimakasih sudah menghemat pengeluaran anak kost atas promo-promo nya, tapi sekarang sudah berubah, sudah tidak seasik dulu, saya selaku anak kost akan berpindah ke saingan mu, untuk menghemat pengeluaranku;2;NEGATIF;0
kenapa skrg kalau dapet promo ga lngsng otomatis ke pakai ya, harus klik pakai dulu. ga enak, bagus yg langsung otomatis ke pakai.;2;NEGATIF;0
Untuk diskon toko di gofood tolong dong di ganti jadi manual aja, kalau otomatis terpasang susah padahal udah sesuai sama Syarat voucher tapi tetep aja engga bisa terpasang otomatis;2;NEGATIF;0
Kenapa di aplikasi saya tidak ada prmo terpasang yah, disamping jadinya Promonya kurang banyak dan aplikatif dibanding rivalnya..yg sangat jelas promonya ..;2;NEGATIF;0
Aplikasi saya tidak bisa dibuka! Rating saya sudah tinggi saya sudah prioritas tapi aplikasi saya gk bsa di pake. Padahal jaringan full tapi aplikasi mutar2 terus. Tolong diperbaiki;2;NEGATIF;0
Tolong perbaiki fitur mapsnya ya. Gocar saya telat 20 menit karena fitur map driver error. Sangat merugikan customer. Ganti rugi juga hanya bisa diambil kalau menambah bayaran protection.;2;NEGATIF;0
Sebelumnya sering pesan gofood karena bisa dobel promo. Sekarang promonya cuma bisa pilih satu aja. Jadinya gak pernah pesan di gofood lagi deh. Lebih murah beli langsung di resto atau lewat aplikasi lain.;2;NEGATIF;0
Maaf saya kasih bintang 2 karna setelah di update tiba2 gojek ga bisa dibuka, udh diuninstal trus instal ulang berhasil login tapi pas mau buka menu keluar langsung dari apk ,padahal sebelumnya ga pernah masalah, tolong diperbaiki, terima kasih;2;NEGATIF;0
Ini setelah update kok jadi gk bisa masuk kluar sendiri apk Nya.. Ram4 AndroidX knp ndk bisa?? Cpt lah di fix;2;NEGATIF;0
Saya cerita mau cancel makanan karan kepencet, udh ikutin prosedur cancel orderan sampe 4 kali gak di respon. Pdahal urgent bgt. Saya udh chat sama driver jg pdahal posisi driver masih jauh. Gmna sih, pdahal udh coba dihungin tp tetep gabisa malah diganti driver yg lebih deket. Mau gamau kudu bayar makanan nya;2;NEGATIF;0
saya udah 2x gunakan voucernya ga berfungsi walaupun diklik yang katanya cashback tapi ga ada perubahan. voucer masih tetap aja tercantum padahal saya sudah gunakan versi terbaru;2;NEGATIF;0
diskonan Go-food cuma buat buat paylater.. ongkos gojek nya sekarang jauh lebih mahal dari platform sebelah. dan terkadang sangat gak masuk akal pdahal jarak tempuh dekat dan bukan di jam macet.;2;NEGATIF;0
Ini kenapa ya tiba2 ada notifikasi go send dari tokopedia dan gak bisa log in padahal udah lama ga pake gojek jadi instal lg karena notifikasi yg ga jls. Plis dong ini kenapa tolong ya di perbaiki;2;NEGATIF;0
Tolong banget ya gojek, untuk penggunaan layanan gocar nya tolong diperbaiki, apalagi masalah seat ( jumlah penumpang), tolong di perjelas jumlah penumpang nya jgn ditampilin angka nya doang...soalnya di apk sebelah itu sudah sangat jelas untuk seatnya, tapi pas saya make gocar lagi malah ada kendala begini... Jadi ribut masalah seat doang sama driver, bukan masalah nominal, tapi tolong diperjelas tulisan seatnya??;2;NEGATIF;0
Saya tidak bisa login di karena kan hp saya yg lama telah rusak dan sudah tidak bisa di benarkan lgi skrg pas saya login pakai device baru malah gabisa ( ada bacaan internal Error) saya siap kok verifikasi ulang karena no telepon nya saya pakai di device baru ini, tolong bantuannya pihak gojek, saya minta solusi dri email malahan gabisa lgi karna lebih dri 1 device, seharusnya kalo gojek nya langsung bisa di keluarkan device sama yg lama di akun itu, maaf yaa saya bgni karna itu ada saldo nya;2;NEGATIF;0
Kenapa tiba tiba gopay later saya diblokir ya? Padahal pemakaian saya normal tidak ada yang aneh aneh. Pembayaran juga ga pernah telat. Abis naik limit pembayaran juga ga telat,tapi tiba tiba diblokir gitu aja;2;NEGATIF;0
Diskon dari voucher dan diskon dari toko tidak bisa digabung, padahal keduanya berbeda karena yang satu berasal dari toko sedangkan untuk yang satunya lagi dari voucher dari gojek. Mohon diperbaiki lagi agar dua-duanya dapat dikolaborasikan.;2;NEGATIF;0
Ini kenapa di perangkat saya aplikasi selalu berhenti beroperasi bahkan saya belum masuk di menu goride, gocar dll nya aplikasi langsung terhenti dan menutup sendiri. Mohon bantuannya pihak gojek;2;NEGATIF;0
Setiap cari driver selalu jauh dan biaya terlalu mahal untuk pelajar, saya berharap ada keringanan bagi pelajar dengan adanya diskon atau potongan harga karena saya sendiri setiap hari selalu menggunakan gojek maka semoga ada peningkatan aplikasi dan pengurangan harga bagi pelajar;2;NEGATIF;0
Ini gojek knpa si, setiap mau bayar paylatter nya malah ga bisa², udh di uninstall trus dwonload lagi pas mau login malah loading ajh..;2;NEGATIF;0
Ini gmna sih udh 5 hari lebih aplikasi nya gk bisa dipake mau pesen gosen/goride selalu langsung keluar dari aplikasinya. Udh di APUS trus download lgi ttp aja sama hasilnya;2;NEGATIF;0
Ini kenapa setiap buka gojek tiba-tiba keluar aplikasi sendiri,udah dihapus didownload lagi masih tetap sama.pdahal buka aplikasi lain ga kayak gitu;2;NEGATIF;0
Perlu di perbaiki lagi. Goride dapet nya jauh harus nunggu lagi.vocer juga dapet nya 1. Padahal seminggu butuh 8 atau 10 voucer goride. Kalo gitu mending naik maxim aja yang murah.;2;NEGATIF;0
dlu nyaman karena gomart bisa milih salah satu minimarket. tp sekrang malah mbingungin, g bisa cek promo dari mini market... ??????????????????;2;NEGATIF;0
"Sumpa ya gatau kenapa tiap buka aplikasinya tuh tulisannya ""server sedang sibuk"" terus muter2 mulu. Kirain sinyal kan yak pas dicoba di aplikasi lain sinyal gaada masalah padahal aneh bgt sumpa";2;NEGATIF;0
Pesanan GO-FOOD lambat sampainya, entah yg lambat dri pihak resto atau drivernya.. Estimasi di aplikasi 24menit tpi kenyataan nya sampai 60menitan padahal saya pesan di jam 23:00 otomatis gk akan macet.. Kecewa saya sekarang..;2;NEGATIF;0
Ini gimana cara pesannya ,saya sudah mencoba memesan makanan,tpi setelah pesanan yg datang malah bukan yang saya pesan ..yang sampai malah pesanan yg lain,tolong di tingkatkan lagi agar bisa lebih sesuai orderan;2;NEGATIF;0
Kenapa saat saya ingin pesen gojek, selalu keluar dari aplikasi nya? Saya sudah 3x uninstall ulang, dan refresh tetep gak bisa juga?;2;NEGATIF;0
Untuk apk ny sih bagus ,cuma kalo gopay ny masih kurang ..terutama di gopaylater sma di gopaycicilan ,saran saya sih supaya tagihan jatuh di tanggal yang sama dengan pas kita pakai gopaylater atau gopaycicilan ..kalo tagihan jatuh di setiap tanggal 1 ,menurut saya sebagai pengguna masih kurang nyaman ..kan setiap orang gajian ny beda2 ,ada yg di tgl 1 ada yg di tgl 3 atau di akhir bulan ..;2;NEGATIF;0
Akhir ini di Aplikasi GO-JEK Terutama GO-FOOD mengapa Diskon Resto tidak bisa di gabung dengan Diskon 30%, padahal sebelumnya bisa namun akhir akhir ini tidak bisa lagi.. Jadinya cuma bisa Satu Diskon saja seharusnya 2 diskon Bisa terpasang dengan otomatis.;2;NEGATIF;0
Masih gak habis pikir dgn startup yg udah wellknown masih perlu ambassador artis.Untuk apa bayar mahal mereka kalo malah dari sisi aplikasi gak ada perbaikan.lalu malah manfaat untuk pelanggan yg butuh jasa aplikasi dikurangi terus menerus, diskon restoran gofood berkurang, aplikasi mapsnya sering gak akurat.Lebih berpihak lah ke pelanggan jangan mengorbankan manfaat yg mereka dapat demi utk marketing artis yg gak berguna.Pelanggan akan terus bertahan kalo gojek pelayanan baik tanpa perlu artis;2;NEGATIF;0
Tolong di perbaiki kalau ngasih voucher kedua untuk 10x pemakaian dalam seminggu itu untuk minimal order nya jangan kebesaran dong min di karenakan jarang di pakai karna nominal pembelanjaan harus minimal order 100K baru bisa ke pakai Tolong di update kembali untuk voucher kedua jangan ada minimal order nya, supaya sering dipakai ?? Terimakasih ??;2;NEGATIF;0
Ini gimana abis update aplikasi malah loading doang gabisa apa apa, udah coba install ulang sama aja saat login loading doang malah jadi gabisa login;2;NEGATIF;0
Buat belanja sering eror,gak bisa buat bayar di merchant udah sering komplain tapi masih sering eror mohon bisa diperbaiki lagi...;2;NEGATIF;0
Kok saya gak suka yaa aplikasinya jadi aneh gt, setelah di up date. Seharusnya biarin saja kita sebagai pengguna memilih mau belanja di mana, aplikasi go mart yg saya sering pake jdi g tau tempat yg mau dituju saat belanja dimana. Bukan masalah cepatnya 30 menit tapi kenyamanan dimana kita belanja di go mart. Tolong lahh perbaiki biar saya tau n bisa pilih market2 yg mana sya pesan.kalau gitu saya males pakai aplikasi ini.;2;NEGATIF;0
Mohon maaf saya turunkan ratingnya,karena setiap saya dalam keadaan darurat,kenapa selalu gangguan saat hendak top up di alfamart,sedangkan jika sedang lenggang tidak pernah gangguan.kadang suka males juga kalo pas butuh banget malah sering ada gangguan,btw 'gangguan' nya itu apa sih saya pengen tau.;2;NEGATIF;0
Ini gimana tolong bantuannya! Hp saya keriset dan saya mau login ke aplikasi gojek buat bayar gopaylater malah gabisa login. Tolong bantuannya. Dan saldo saya masih ada digopay.;2;NEGATIF;0
Tolong donk pihak gojek saya transfer uang via gopay ke rekening bank kenapa lama sekali terkirim nya. Ini gmana sih???? Harusnya prosesnya lebih praktis & cepat kenapa jadi lebih lama prosesnya dari bank biasa. Tolong ini status transfer ke rekening saya status nya masih menunggu udah dari kemarin!!!;2;NEGATIF;0
Awalanya saat pembelian gofood ada yang auto promo, jadi bisa 2x voucher, sekarang kenapa gak bisa? Sejak update aplikasi kok begini, tolong diperbaiki.;2;NEGATIF;0
Masih erorr,aplikasi berhenti terus Sudah logout lalu login ulang,sudah uninstal ulang juga tetep sama saja Denda paylater sudah berjalan:(:(;2;NEGATIF;0
Ongkosnya makin mahal aja,app yg lain naik paling gede 2000,ini sampe 4000 padahal trek langganan pp kecewa jg sih jd jarang di pake paling klo lg butuh bgt atau terpaksa;2;NEGATIF;0
Kenapa ga bisa pake kalau masuk aplikasi pasti kluar sendiri ga guna dong saya download kalau ga bisa d pake;2;NEGATIF;0
Kenaikan tarif saat ramai sangat tidak rasional bisa 2× lipat. Bahkan Grab saja tidak separah itu, dan masih memberikan banyak diskon.;2;NEGATIF;0
Fitur ubah layanan favoritnya udah ga ada. Padahal itu memudahkan saya kalau mau masuk ke layanan lain yang sering saya pake.;2;NEGATIF;0
kenapa loading terus kalo dibuka??? udah install ulang berkali2 tetep gitu terus. padahal niat mau goride & gofood tp gapernah bisa. tlg diperbaiki;2;NEGATIF;0
Untuk mengambil belanjaan dari toko, sangat membuat pusing dengan bahasa yg membingungkan antara pengirim dan penerima, jemput dimana dsb.. sampai bisa salah titik jemput dll.. ribet mending aplikasi satunya sederhana;2;NEGATIF;0
Semua voucher yg ada diskon tidak bisa dipakai padahal pesanan sudah sesuai dengan minimal order,sangat berbeda sekali dengan grab yg dapat kita pilih diskonnya.;2;NEGATIF;0
Maaf kasih bintang 2 karna go food skarang voucher ny tidak ad yang otomatis jadi harga nya mahal... Biasa ny ad voucher otomatis dan 1 pasang sendiri jdi double....;2;NEGATIF;0
Aneh , terkadang suka tidak dapat driver tetapi banyak driver yang masih on. Tolong di perbaiki kasian resto yang selalu ga dapat driver;2;NEGATIF;0
Utk gofood susah dpt driver, udh cek bebagai resto ttp gk dpt, walaupun dpt voucer tapi kalau milih salah satu antara voucer atau promo resto, sama saja bohong.;2;NEGATIF;0
Update terbaru loading nya lama. Parah;2;NEGATIF;0
Ngambil rutenya terlalu jauh jadi biaya lebih tinggi. Padahal jaraknya dekat;2;NEGATIF;0
Ini ada promo belanja gomart Gratis ongkir minimal belanja 110k. Tapi ko ga otomatis gratis ongkir ? Apa promo itu cuma TULISAN SAJA ?;2;NEGATIF;0
Sudah 2x pesen gocar, eh harus nunggu karena baru ngedrop penumpang. . Aplikasinya itu gimana sih? Udah dapet 2 driver dengan keterangan ngedrop penumpang. Bikin kecewa banget.;2;NEGATIF;0
Setiap jajan ngandalin Gojek. Update baru, Voucher promo malah tidak bisa digabungkan dengan promo resto. Mengecewakan.. gak jadi jajan..lagi krisis moneter;2;NEGATIF;0
Tolong pihak gojek, kalo ngasih driver pilih driver terdekat dong dengan alamat pickup,masak dapetnya driver jauh banget sampe 5km lebih.;2;NEGATIF;0
kenapa riwayat teransaksi tidak bisa dihapus, tlg diperbaiki lagi aplikasi nya,,,;2;NEGATIF;0
sudah beberapa minggu gabisa dipakai apk nya, setiap baru dibuka langsung tiba tiba keluar sendiri, padahal 'izin aplikasi' sudah saya aktifkan semua, sudah saya coba untuk instal ulang juga tidak bisa. mohon bantuannya, terimakasih;2;NEGATIF;0
ini kenapa setelah update tidak muncul menu scan untuk pedulilindungi ya, udah cek punya temen aman2 aja;2;NEGATIF;0
Nyangkut drivernya jauh banget, kalau yang buru2 susah apalagi yang buru2 ke bandara. Coba diperbaiki lagi;2;NEGATIF;0
GK tau knp padahal udh ngasih alamat yg bnr tapi tetap aja GK ada di pencarian nya kurang up-to-date;2;NEGATIF;0
awalnya sih ok ok aj..., sampai pada akhir Agustus 2022, tgl 27/08/22 masuk inbox bayar gopaylater, dan tgl 28/08/22 saya bayarkan. dan setelah dibayar.... jeng jeng.... GOPAYLATER DIBLOKIR hahaha.kan sebelum tgl 1 bulan berikutnya dah dibayar.... limit juga kecil. klw gk ada paylater lari dong ke Grab... karna Gojek gk ada kelebihannya bagi saya saat ini.;2;NEGATIF;0
Waktu tunggu pesanan tidak akurat. Pesanan saya ditulis 8 menit lagi, saya timer, timer saya selesai masi 8 menit lagi;2;NEGATIF;0
Aplikasihnya dibuka susah bener, loading mulu. Padahal buka aplikasi lain fine² aja.;2;NEGATIF;0
mapnya ga akurat , beda jalan beda harga. Tolong cara supaya bisa milih jalan saya anak sekolah keberatan udah ngetik cari sana sini tapi mapnya ga bisa diganti , mana harganya nambah bgt;2;NEGATIF;0
Saya pesen gocar jalur sama,ada jembatan mau di benerin masih 1 minggu kok malah dilewatin jalur yg makin jauh,awal harga 40an jadi 80an tu gak ngotak bgt,gimana sih ni ngatur lokasinya ga jelas!;2;NEGATIF;0
"Tolong lah buat gojek, bisa ga sih atur masuk akunnya pake email ga dr no hp, yg kasusnya kehilangan handphone dan lupa no hp jd repot.. mana email jd kebuang sia"".. tolonya kebangetan";2;NEGATIF;0
Lemot banget ih padahal wifi lancar jaya tpi lemot banget malah kadang ga bisa kebuka sama sekali. Gimana sih ini,jdi merepotkan mau pesen makanan keburu kalaperan;2;NEGATIF;0
Mohon maaf kepada Gojek, ada pertanyaan dari saya. Kenapa EXP GoClub saya sudah tinggi namun saya tidak pernah mendapatkan voucher promo sama sekali? Apa iya semakin tinggi EXP nya menjadi tidak dapat voucher promo?;2;NEGATIF;0
Pesanan gofood saya tidak lengkap, saya complain lewat bantuan di apps. Kenapa kok driver nya yg di kasih peringatan. Kan itu kelalaian pihak resto!! Saya malah kasih bintang 5 lho ke drivernya. Kalau solusi kalian cuma itu (menyalahkan driver) membuat kami pihak konsumen tidak enak hati buat komplain. Tolong di perbaiki kebijakan kalian;2;NEGATIF;0
Ini gmna sih aplikasi nya,kok setiap mau pesen gojek ,log out trus,padahal sinyal sya bagus,tolong di perbaiki lah...;2;NEGATIF;0
Mau upgrade gopay ditolak terus. Ngefoto KTP susah banget bikin emosi, gerak dikit gak tepat. Punya KTP pake kerudung, pas foto Selfie buat upgrade gopay gapake kerudung, ehhh ditolak.;2;NEGATIF;0
Koq menu layanan GOCAR dan GOJEK nya gak muncul di halaman utama?di update yg terbaru.. kalau org gaptek pasti gak jd order layanan GOCAR, pasti jd beralih ke aplikasi GRAB ??... CEPAT DI PERBAIKI!!!!;2;NEGATIF;0
Aku bener bener kecewa liat gopey setiap buka pasti keluar sendiri padahal hp ram 6GB memory internal nya 128GB tapi kenapa selalu keluar sendiri mohon di perbaiki supaya jangan gitu lagi semoga pesan ku ini di baca langsung oleh pihak kantor nya Aminn;2;NEGATIF;0
Dulu setiap mau pesan gofood vocher diskon bisa terpasang lebih dari 1, sekarang gak bisa lagi. Semoga balik seperti semula deh;2;NEGATIF;0
Tambah sering pakai gofood bukannya makin murah malah makin mahal dan promonya juga udah berkurang.. ??;2;NEGATIF;0
Gosend sameday tidak bisa tunai, harus dengan Gopay... pengiriman lama, waktu dibatasi, estimasi kedatangan driver saat menjemput barang yg akan dikirim juga sering meleset dari waktu yg telah ditentukan!! Untuk alamat pengiriman juga sering tidak akurat/update, meskipun ada kolom detail penulisan alamat, sering driver2 yg sudah berumur kesulitan mencari alamat penerima paket...;2;NEGATIF;0
Go mart sekarang kok ga ada nama tokonya? Lebih enak versi sebelumnya, dimunculkan nama toko, jadi lebih mudah mau beli di toko yg mana;2;NEGATIF;0
Ini kenapa setelah diupdate apk nya loading terussss yaaaa.. tolong dong diperbaiki;2;NEGATIF;0
mau heran knp g bsa daftar, padahal koneksi wifi saya udah bagus ?;2;NEGATIF;0
Vocer yang biasanya bisa dipakai bersamaan, beberapa bulan ini hanya bs digunakan satu2 setiap cekout. Jadi percuma beli vocer atau dapat kiriman promo, atau tawaran diskon. Ujung2nya ngangguur. Sudah info juga di menu bantuan pd aplikasi. No solusi;2;NEGATIF;0
Ini kenapa ya force close terus .udah di hapus chace..udah instal ulang..udah refresh..masih aja begini..help ..;2;NEGATIF;0
Promo ongkirnya kurang bagusss, dan selalu saja dapat driver posisi jauh jauh, semua order ntah itu food,goride dll..padahal posisi driver yg dekat banyak...bikin terlambat kerja klo order goride;2;NEGATIF;0
Gopay ada masalah apa? Mau narik saldo ke rekening ribet minta ampun, saya sudah verifikasi pake ktp dan foto eh malah muncul katanya data tidak sesuai dukcapil, saya cek di dukcapil sesuai. Mana saldonya kepake buat keperluan genting, bener bener kecewa sama aplikasi ini;2;NEGATIF;0
Saya mau tanya kenapa, setelah di update promo diskon resto hilang sebelumnya ada, sudah chat cs ga di respon.;2;NEGATIF;0
Makin kesini pelayanan makin buruk, contohnya beberapa kali pesan GO-FOOD tapi ga dapat Driver, logikannya gamungkin kan sampai ga ada Driver sama sekali. Tolong lah mitra nya lebih di slektif lagi. Pelayanan dibidang jasa itu Service nomor 1;2;NEGATIF;0
Pemasangan promo gofood tidak sesuai/otomatis terpasang & tidak dapat di ganti dengan promo lain, Padahal min order sudah terpenuhi;2;NEGATIF;0
